Symbol,Trade,Date,Price,Ex. date,Ex. Price,% chg,Profit,% Profit,Shares,Position value,Cum. Profit,# bars,Profit/bar,MAE,MFE,Scale In/Out
CNXC,Long,2021-08-05,165.94,2021-08-09,160.9618,-3.00%,-79.65,-3.00%,16,2655.04,15197.85,3,-26.55,-3.38%,0.10%,0/0
FRHC,Long,2021-08-09,66.02,2021-08-16,63.632,-3.62%,-38.21,-3.62%,16,1056.32,15285.67,6,-6.37,-3.62%,3.00%,0/0
BLFS,Long,2021-08-09,49.31,2021-08-11,47.8307,-3.00%,-23.67,-3.00%,16,788.96,15159.70,3,-7.89,-3.35%,2.31%,0/0
CDMO,Long,2021-08-09,26.6,2021-08-11,26.575,-0.09%,-0.40,-0.09%,16,425.60,15159.30,3,-0.13,-2.63%,6.62%,0/0
EXTR,Long,2021-08-10,11.53,2021-08-11,11.1841,-3.00%,-5.53,-3.00%,16,184.48,15153.77,2,-2.77,-3.00%,6.59%,0/0
STLD,Long,2021-08-10,65.83,2021-08-17,68.13405,3.50%,36.86,3.50%,16,1053.28,15393.29,6,6.14,-5.82%,8.44%,0/0
IQV,Long,2021-08-16,252.23,2021-09-28,244.6631,-3.00%,-121.07,-3.00%,16,4035.68,14619.86,31,-3.91,-3.00%,5.20%,0/0
MODV,Long,2021-08-20,183.64,2021-09-07,196.0627,6.76%,198.76,6.76%,16,2938.24,15190.90,12,16.56,-2.10%,15.41%,0/0
DIOD,Long,2021-08-23,91.09,2021-09-07,96.08969,5.49%,80.00,5.49%,16,1457.44,15270.89,11,7.27,-0.65%,8.55%,0/0
LC,Long,2021-08-24,28.8,2021-08-26,27.936,-3.00%,-13.82,-3.00%,16,460.80,15284.13,3,-4.61,-3.00%,2.67%,0/0
ORLY,Long,2021-08-25,608.32,2021-09-02,590.0704,-3.00%,-291.99,-3.00%,16,9733.12,14992.13,7,-41.71,-3.10%,0.00%,0/0
UPST,Long,2021-08-27,223.92,2021-09-30,313.5001,40.01%,1433.28,40.01%,16,3582.72,15561.69,24,59.72,-5.28%,54.76%,0/0
IDXX,Long,2021-08-30,682.01,2021-09-13,661.5497,-3.00%,-327.36,-3.00%,16,10912.16,14895.01,10,-32.74,-3.33%,1.93%,0/0
LC,Long,2021-08-31,29.65,2021-09-10,30.68775,3.50%,16.60,3.50%,16,474.40,15222.38,8,2.08,-4.05%,12.31%,0/0
KRNT,Long,2021-09-02,134.4,2021-09-13,139.104,3.50%,75.26,3.50%,16,2150.40,14970.28,7,10.75,-2.90%,7.05%,0/0
YETI,Long,2021-09-07,101.84,2021-09-08,97.77,-4.00%,-65.12,-4.00%,16,1629.44,15205.77,2,-32.56,-5.24%,0.84%,0/0
RBLX,Long,2021-09-09,85.39,2021-09-14,82.82829,-3.00%,-40.99,-3.00%,16,1366.24,14929.29,4,-10.25,-4.37%,5.90%,0/0
YETI,Long,2021-09-16,102.42,2021-09-20,98.06,-4.26%,-69.76,-4.26%,16,1638.72,14740.93,3,-23.25,-5.46%,0.39%,0/0
SAIA,Long,2021-09-16,247.08,2021-09-20,239.6676,-3.00%,-118.60,-3.00%,16,3953.28,14810.69,3,-39.53,-3.37%,0.92%,0/0
BOOT,Long,2021-09-22,91.94,2021-09-30,95.7077,4.10%,60.28,4.10%,16,1471.04,15621.97,7,8.61,-0.97%,8.38%,0/0
HUBS,Long,2021-09-22,711.41,2021-09-28,690.0676,-3.00%,-341.48,-3.00%,16,11382.56,14278.38,5,-68.30,-3.70%,3.48%,0/0
DLO,Long,2021-09-23,64.37,2021-09-28,62.4389,-3.00%,-30.90,-3.00%,16,1029.92,14247.48,4,-7.72,-3.00%,5.45%,0/0
EVH,Long,2021-09-27,26.6,2021-10-13,30.2,13.53%,57.60,13.53%,16,425.60,15653.64,13,4.43,-2.74%,30.08%,0/0
SAIA,Long,2021-09-27,248.08,2021-09-29,240.6376,-3.00%,-119.08,-3.00%,16,3969.28,14128.41,3,-39.69,-3.11%,1.17%,0/0
JLL,Long,2021-09-29,252.99,2021-11-01,262.7554,3.86%,156.25,3.86%,16,4047.84,16275.51,24,6.51,-3.36%,6.88%,0/0
JLL,Long,2021-10-01,253.87,2021-11-01,262.7554,3.50%,142.17,3.50%,16,4061.92,16417.68,22,6.46,-3.69%,6.51%,0/0
EVRI,Long,2021-10-01,25.25,2021-10-05,24.4925,-3.00%,-12.12,-3.00%,16,404.00,15609.85,3,-4.04,-3.00%,4.95%,0/0
LC,Long,2021-10-05,28.77,2021-10-06,27.9069,-3.00%,-13.81,-3.00%,16,460.32,15596.04,2,-6.90,-5.11%,1.74%,0/0
LC,Long,2021-10-07,29.37,2021-10-27,34.0084,15.79%,74.21,15.79%,16,469.92,15955.22,15,4.95,-2.83%,23.73%,0/0
DDOG,Long,2021-10-12,146.25,2021-10-27,156.8475,7.25%,169.56,7.25%,16,2340.00,16124.78,12,14.13,-3.21%,13.05%,0/0
UPST,Long,2021-10-12,323.69,2021-10-22,348.0667,7.53%,390.03,7.53%,16,5179.04,15915.03,9,43.34,-3.94%,24.04%,0/0
ZS,Long,2021-10-12,274.34,2021-11-22,342.2201,24.74%,1086.08,24.74%,16,4389.44,20655.94,30,36.20,-2.76%,37.10%,0/0
LC,Long,2021-10-13,31.88,2021-10-27,34.0084,6.68%,34.05,6.68%,16,510.08,16158.83,11,3.10,-2.02%,13.99%,0/0
DT,Long,2021-10-13,74.32,2021-10-15,76.9212,3.50%,41.62,3.50%,16,1189.12,15695.26,3,13.87,-0.11%,6.27%,0/0
SE,Long,2021-10-13,332.66,2021-10-25,344.3031,3.50%,186.29,3.50%,16,5322.56,16080.98,9,20.70,-2.45%,12.04%,0/0
SITM,Long,2021-10-15,225.9,2021-10-20,223.0806,-1.25%,-45.11,-1.25%,16,3614.40,15635.39,4,-11.28,-3.48%,3.81%,0/0
SAIA,Long,2021-10-15,256.49,2021-11-10,328.26,27.98%,1148.32,27.98%,16,4103.84,17876.55,19,60.44,-0.06%,40.26%,0/0
SM,Long,2021-10-18,30.74,2021-10-19,29.8178,-3.00%,-14.76,-3.00%,16,491.84,15680.51,2,-7.38,-6.64%,0.86%,0/0
SITM,Long,2021-10-19,229.98,2021-10-20,223.0806,-3.00%,-110.39,-3.00%,16,3679.68,15525.00,2,-55.20,-3.00%,1.97%,0/0
GDYN,Long,2021-10-19,30.89,2021-10-25,29.9633,-3.00%,-14.83,-3.00%,16,494.24,16066.15,5,-2.97,-3.00%,2.23%,0/0
ASO,Long,2021-10-21,42.38,2021-10-22,41.1086,-3.00%,-20.34,-3.00%,16,678.08,15894.69,2,-10.17,-3.42%,2.05%,0/0
TEAM,Long,2021-10-21,415.98,2021-11-19,439.6367,5.69%,378.51,5.69%,16,6655.68,19569.86,22,17.20,-1.75%,16.14%,0/0
MNDY,Long,2021-10-25,385.72,2021-10-26,374.1484,-3.00%,-185.15,-3.00%,16,6171.52,15881.01,2,-92.57,-3.00%,4.74%,0/0
RRC,Long,2021-10-25,25.2,2021-10-27,24.444,-3.00%,-12.10,-3.00%,16,403.20,16146.74,3,-4.03,-3.00%,3.32%,0/0
KRNT,Long,2021-10-25,159.09,2021-11-03,164.4377,3.36%,85.56,3.36%,16,2545.44,16430.84,8,10.70,-3.90%,7.28%,0/0
SM,Long,2021-10-25,31.16,2021-10-27,32.2506,3.50%,17.45,3.50%,16,498.56,16164.19,3,5.82,-1.45%,7.26%,0/0
SITM,Long,2021-10-25,234.6,2021-11-09,258.6175,10.24%,384.28,10.24%,16,3753.60,16728.23,12,32.02,-2.06%,28.53%,0/0
ACLS,Long,2021-10-26,50.5,2021-11-26,61.1701,21.13%,170.72,21.13%,16,808.00,20607.55,23,7.42,-1.90%,29.03%,0/0
SKIN,Long,2021-10-26,28.57,2021-10-27,27.4,-4.10%,-18.72,-4.10%,16,457.12,16145.47,2,-9.36,-6.79%,2.17%,0/0
BCYC,Long,2021-10-27,54.59,2021-10-29,52.9523,-3.00%,-26.20,-3.00%,16,873.44,16119.27,3,-8.73,-4.62%,1.30%,0/0
MEG,Long,2021-10-28,67.43,2021-11-17,75.16,11.46%,123.68,11.46%,16,1078.88,19100.64,15,8.25,-3.94%,19.26%,0/0
BCTX,Long,2021-10-29,8.1,2021-11-15,9.5,17.28%,22.40,17.28%,16,129.60,18957.92,12,1.87,-5.19%,29.63%,0/0
WK,Long,2021-11-01,150.83,2021-11-02,146.3051,-3.00%,-72.40,-3.00%,16,2413.28,16345.28,2,-36.20,-3.00%,1.59%,0/0
XENE,Long,2021-11-01,31.96,2021-11-05,34.9006,9.20%,47.05,9.20%,16,511.36,16361.22,5,9.41,-4.41%,13.74%,0/0
ATKR,Long,2021-11-01,95.39,2021-11-17,102.0901,7.02%,107.20,7.02%,16,1526.24,19207.84,13,8.25,0.00%,14.25%,0/0
BCTX,Long,2021-11-02,8.31,2021-11-15,9.5,14.32%,19.04,14.32%,16,132.96,18976.96,10,1.90,-3.13%,26.35%,0/0
CAR,Long,2021-11-02,179.92,2021-11-12,247.3509,37.48%,1078.89,37.48%,16,2878.72,18935.52,9,119.88,-8.64%,187.86%,0/0
SPT,Long,2021-11-02,129.51,2021-11-03,125.6247,-3.00%,-62.16,-3.00%,16,2072.16,16368.68,2,-31.08,-8.73%,2.75%,0/0
ASO,Long,2021-11-03,45.53,2021-11-23,47.12355,3.50%,25.50,3.50%,16,728.48,20436.83,15,1.70,-5.59%,10.65%,0/0
BOX,Long,2021-11-03,26.4,2021-11-10,25.9572,-1.68%,-7.08,-1.68%,16,422.40,17869.47,6,-1.18,-1.79%,2.20%,0/0
CZR,Long,2021-11-03,113.55,2021-11-04,110.1435,-3.00%,-54.50,-3.00%,16,1816.80,16314.17,2,-27.25,-5.67%,1.19%,0/0
BOX,Long,2021-11-04,26.76,2021-11-10,25.9572,-3.00%,-12.84,-3.00%,16,428.16,17856.62,5,-2.57,-3.00%,0.82%,0/0
XENE,Long,2021-11-04,35.98,2021-11-05,34.9006,-3.00%,-17.27,-3.00%,16,575.68,16343.95,2,-8.64,-8.25%,1.03%,0/0
ENVX,Long,2021-11-16,34.35,2021-11-18,33.3195,-3.00%,-16.49,-3.00%,16,549.60,19191.35,3,-5.50,-6.72%,4.77%,0/0
NET,Long,2021-11-18,216.1,2021-11-22,209.617,-3.00%,-103.73,-3.00%,16,3457.60,20552.21,3,-34.58,-3.52%,2.56%,0/0
DOMO,Long,2021-11-19,88.98,2021-11-22,85.58,-3.82%,-54.40,-3.82%,16,1423.68,20497.81,2,-27.20,-5.21%,0.83%,0/0
SPT,Long,2021-11-19,133.7,2021-11-22,128.295,-4.04%,-86.48,-4.04%,16,2139.20,20411.33,2,-43.24,-4.37%,4.53%,0/0
KZR,Long,2021-11-30,13.98,2021-12-02,14.4693,3.50%,7.83,3.50%,16,223.68,20552.45,3,2.61,-7.37%,11.87%,0/0
RBLX,Long,2021-11-30,131.1,2021-12-01,127.167,-3.00%,-62.93,-3.00%,16,2097.60,20544.62,2,-31.46,-4.67%,5.04%,0/0
EDR,Long,2021-12-06,29.95,2021-12-08,30.99825,3.50%,16.77,3.50%,16,479.20,20569.22,3,5.59,-3.62%,6.80%,0/0
IQV,Long,2021-12-07,266.6,2022-01-03,275.931,3.50%,149.30,3.50%,16,4265.60,20138.56,19,7.86,-2.52%,7.13%,0/0
FND,Long,2021-12-07,133.03,2021-12-09,129.0391,-3.00%,-63.85,-3.00%,16,2128.48,20505.37,3,-21.28,-3.03%,0.21%,0/0
BOOT,Long,2021-12-13,130.39,2021-12-14,120.795,-7.36%,-153.52,-7.36%,16,2086.24,20351.85,2,-76.76,-13.35%,0.48%,0/0
AA,Long,2021-12-21,54.25,2022-01-04,57.51279,6.01%,52.20,6.01%,16,868.00,20424.41,10,5.22,-2.81%,13.21%,0/0
ICLR,Long,2021-12-22,289.94,2022-01-03,304.5432,5.04%,233.65,5.04%,16,4639.04,20372.21,8,29.21,-1.07%,7.95%,0/0
MTD,Long,2021-12-22,1586.9,2022-01-05,1654.78,4.28%,1086.08,4.28%,16,25390.40,21120.88,10,108.61,-0.80%,8.06%,0/0
HLIT,Long,2021-12-22,11.28,2022-01-05,11.8684,5.22%,9.41,5.22%,16,180.48,20034.80,10,0.94,-2.22%,8.33%,0/0
CACC,Long,2021-12-23,679.46,2021-12-30,659.0762,-3.00%,-326.14,-3.00%,16,10871.36,19989.26,5,-65.23,-4.41%,1.17%,0/0
AMD,Long,2021-12-23,144.6,2021-12-30,148.85,2.94%,68.00,2.94%,16,2313.60,20315.40,5,13.60,-0.52%,8.39%,0/0
SLAB,Long,2021-12-23,204.08,2022-01-04,203.2829,-0.39%,-12.75,-0.39%,16,3265.28,20411.66,8,-1.59,-1.32%,3.87%,0/0
INVA,Long,2021-12-23,17.71,2022-01-06,17.1787,-3.00%,-8.50,-3.00%,16,283.36,21791.00,10,-0.85,-3.84%,1.24%,0/0
WST,Long,2021-12-23,457.67,2022-01-04,443.2038,-3.16%,-231.46,-3.16%,16,7322.72,20180.20,8,-28.93,-3.79%,3.29%,0/0
MTD,Long,2021-12-23,1608.02,2022-01-05,1654.78,2.91%,748.16,2.91%,16,25728.32,21869.04,9,83.13,-0.83%,6.64%,0/0
DDOG,Long,2021-12-27,183.41,2021-12-29,177.9077,-3.00%,-88.04,-3.00%,16,2934.56,20276.77,3,-29.35,-3.88%,1.56%,0/0
CCRN,Long,2021-12-27,27.93,2021-12-29,28.74,2.90%,12.96,2.90%,16,446.88,20364.81,3,4.32,-1.90%,8.84%,0/0
BCYC,Long,2021-12-28,61.19,2021-12-29,59.3543,-3.00%,-29.37,-3.00%,16,979.04,20247.40,2,-14.69,-3.33%,0.51%,0/0
SLAB,Long,2021-12-30,209.57,2022-01-04,203.2829,-3.00%,-100.59,-3.00%,16,3353.12,20079.61,4,-25.15,-3.59%,1.15%,0/0
WIRE,Long,2022-01-03,144.87,2022-01-05,140.5239,-3.00%,-69.54,-3.00%,16,2317.92,21799.50,3,-23.18,-3.25%,0.55%,0/0
DIOD,Long,2022-01-03,112.96,2022-01-04,109.5712,-3.00%,-54.22,-3.00%,16,1807.36,20025.38,2,-27.11,-3.00%,0.38%,0/0
FN,Long,2022-01-04,122.57,2022-01-06,118.8929,-3.00%,-58.83,-3.00%,16,1961.12,21732.17,3,-19.61,-4.18%,3.03%,0/0
ATKR,Long,2022-01-05,113.59,2022-01-06,110.1823,-3.00%,-54.52,-3.00%,16,1817.44,21677.64,2,-27.26,-4.64%,2.08%,0/0
MOS,Long,2022-01-12,40.78,2022-01-20,39.5566,-3.00%,-19.57,-3.00%,16,652.48,21627.92,6,-3.26,-3.13%,4.22%,0/0
CASH,Long,2022-01-13,62.81,2022-01-19,60.9257,-3.00%,-30.15,-3.00%,16,1004.96,21647.50,4,-7.54,-3.99%,0.70%,0/0
SM,Long,2022-02-04,35.72,2022-02-07,34.6484,-3.00%,-17.15,-3.00%,16,571.52,21573.46,2,-8.57,-3.82%,4.26%,0/0
